MECID,CommitteeName,Comm_Type,Comm_Status,Candidate FName,Candidate MName,Candidate LName,ElectionDate,Office Sought
C081291,Ciitzens For Danny Drake,Candidate,Terminated,Danny,,Drake,8/5/2008,Assessor
C081292,Stan Bowlin For State Representative,Candidate,Terminated,Stan ,,Bowling,8/5/2008,State Representative
C081292,Stan Bowlin For State Representative,Candidate,Terminated,Stan ,,Bowling,11/4/2008,State Representative
C081293,Elect Al Mueller,Candidate,Terminated,Al,,Mueller,8/5/2008,State Representative
C081293,Elect Al Mueller,Candidate,Terminated,Al,,Mueller,11/4/2008,State Representative
C081293E,Elect Al Mueller,Exemption,Terminated,Al,,Mueller,8/5/2008,State Representative
C081293E,Elect Al Mueller,Exemption,Terminated,Al,,Mueller,11/4/2008,State Representative
C081294,Northeast Missouri Leadership PAC,Political Action,Terminated,,,,,
C081295,Missourians United for Life Committee,Political Action,Terminated,,,,,
C081296,Missouri Club for Growth Committee,Political Action,Terminated,,,,,
C081297,Missouri Alliance for Better Government,Political Action,Terminated,,,,,
C081298,Schauwecker For Assessor,Candidate,Terminated,Tom,,Schauwecker,8/5/2008,Assessor
C081298,Schauwecker For Assessor,Candidate,Terminated,Tom,,Schauwecker,11/4/2008,Assessor
C081298,Schauwecker For Assessor,Candidate,Terminated,Tom,,Schauwecker,8/7/2012,Assessor
C081298,Schauwecker For Assessor,Candidate,Terminated,Tom,,Schauwecker,11/6/2012,Assessor
C081299,John D Sullivan For Public Administrator,Candidate,Terminated,John,D,Sullivan,8/5/2008,Public Administrator
C081299,John D Sullivan For Public Administrator,Candidate,Terminated,John,D,Sullivan,11/4/2008,Public Administrator
C081300,Committee To Elect Tracy Mooney,Candidate,Terminated,Tracy ,,Mooney,8/5/2008,State Representative
C081301,Committee To Elect Niemeyer For Missouri 15,Candidate,Terminated,Michael,,Niemeyer,8/5/2008,State Representative
C081301,Committee To Elect Niemeyer For Missouri 15,Candidate,Terminated,Michael,,Niemeyer,11/4/2008,State Representative
C081302,Democratic 139th State Committee,Political Action,Terminated,,,,,
C081303,Bollinger County Democrat Club,Political Action,Terminated,,,,,
C081304,Platte County Federated Womens Democratic Club,Political Action,Terminated,,,,,
C081305,8th Legislative District Committee,Political Party,Terminated,,,,,
C081306,113th District Republican Committee,Political Party,Terminated,,,,,
C081307,Friends Of Skip Elkin,Candidate,Terminated,Skip ,,Elkin,8/5/2008,Associate Commissioner
C081307,Friends Of Skip Elkin,Candidate,Terminated,Skip ,,Elkin,11/4/2008,Associate Commissioner
C081307,Friends Of Skip Elkin,Candidate,Terminated,Skip ,,Elkin,8/7/2012,Associate Commissioner
C081308,Tate 4 State,Candidate,Terminated,Kyle ,,Tate,8/5/2008,State Representative
C081309,Committee To Elect Ryan Daugherty,Candidate,Terminated,Ryan,,Daugherty,8/5/2008,Council Person
C081310,Leadership Northwest,Political Action,Terminated,,,,,
C081311,"Americans for a Better America, Inc",Political Action,Terminated,,,,,
C081312,150th Democratic Legislative Committee,Political Party,Terminated,,,,,
C081313,Jefferson Countians for a Democratic Majority,Political Action,Terminated,,,,,
C081314,Committee To Elect Anthony Bell,Candidate,Terminated,Anthony,,Bell,8/5/2008,State Representative
C081315,35th House District Legislative Committee,Political Party,Terminated,,,,,
C081316,3rd Congressional District Committee,Political Party,Terminated,,,,,
C081317,Weaver 4 County Council,Candidate,Terminated,Anthony,L,Weaver,8/5/2008,Council Person
C081318,Favazza For State Representative,Candidate,Terminated,Michael ,,Favazza,8/5/2008,State Representative
C081321,Bollinger County Democrat Central Committee,Political Party,Terminated,,,,,
C081322,17th MO Democratic Senatorial District Committee,Political Party,Terminated,,,,,
C081323,"Lewis Rice and Fingersh, LC Good Government, Inc.",Political Action,Terminated,,,,,
C081324,Cooperative Owners Political Action Committee (COPAC),Political Action,Active,,,,,
C081325,Committee To Elect Monty Morgan,Candidate,Terminated,Monty,,Morgan,8/5/2008,Public Administrator
C081326,Friends Of Derek White,Candidate,Terminated,Derek ,,White,2/3/2009,Mayor
C081326,Friends Of Derek White,Candidate,Terminated,Derek ,,White,3/3/2009,Mayor
C081327,Commonfolk Missourians,Political Action,Terminated,,,,,
C081328,Committee To Elect Larry Carsten Jasper County Assessor,Candidate,Terminated,Larry ,,Carsten,8/5/2008,Assessor
C081329,Democratic Central Committee of Stone County,Political Party,Active,,,,,
C081330,Republicans of Pike County (Club),Political Action,Active,,,,,
C081331,Friends Of Diehl,Candidate,Active,John,J,Diehl ,8/5/2008,State Representative
C081331,Friends Of Diehl,Candidate,Active,John,J,Diehl ,11/4/2008,State Representative
C081331,Friends Of Diehl,Candidate,Active,John,J,Diehl ,8/3/2010,State Representative
C081331,Friends Of Diehl,Candidate,Active,John,J,Diehl ,11/2/2010,State Representative
C081331,Friends Of Diehl,Candidate,Active,John,J,Diehl ,8/7/2012,State Representative
C081331,Friends Of Diehl,Candidate,Active,John,J,Diehl ,11/6/2012,State Representative
C081331,Friends Of Diehl,Candidate,Active,John,J,Diehl ,8/5/2014,State Representative
C081331,Friends Of Diehl,Candidate,Active,John,J,Diehl ,11/4/2014,State Representative
C081331,Friends Of Diehl,Candidate,Active,John,J,Diehl ,8/4/2020,Statewide Office
C081332,Friends Of Joe Vaccaro Inc,Candidate,Active,Joseph ,A ,Vaccaro ,3/3/2009,Alderperson
C081332,Friends Of Joe Vaccaro Inc,Candidate,Active,Joseph ,A ,Vaccaro ,4/7/2009,Alderperson
C081332,Friends Of Joe Vaccaro Inc,Candidate,Active,Joseph ,A ,Vaccaro ,3/5/2013,Alderperson
C081332,Friends Of Joe Vaccaro Inc,Candidate,Active,Joseph ,A ,Vaccaro ,4/2/2013,Alderperson
C081332,Friends Of Joe Vaccaro Inc,Candidate,Active,Joseph ,A ,Vaccaro ,3/7/2017,Alderperson
C081332,Friends Of Joe Vaccaro Inc,Candidate,Active,Joseph ,A ,Vaccaro ,4/4/2017,Alderperson
C081332,Friends Of Joe Vaccaro Inc,Candidate,Active,Joseph ,A ,Vaccaro ,3/2/2021,Alderperson
C081333,Mccaslin For Treasurer,Candidate,Terminated,Carol ,,McCaslin,8/5/2008,Treasurer
C081333,Mccaslin For Treasurer,Candidate,Terminated,Carol ,,McCaslin,11/4/2008,Treasurer
C081334,Vote 4 Carter.Com Committee,Candidate,Terminated,Michael,E ,Carter,8/5/2008,Lieutenant Governor
C081335,Committee To Elect Kathyrne Harper,Candidate,Terminated,Kathyrne,,Harper,8/5/2008,County Clerk
C081335,Committee To Elect Kathyrne Harper,Candidate,Terminated,Kathyrne,,Harper,11/4/2008,County Clerk
C081336,Moniteau County Republican Club,Political Action,Active,,,,,
C081337,Spanish Lake Township Democratic Organization,Political Action,Terminated,,,,,
C081338,8th Legislative District Republican Central Committee,Political Party,Terminated,,,,,
C081339,Jackson County Democratic Coalition,Political Action,Terminated,,,,,
C081340,Committee To Elect Carol Wilson,Candidate,Terminated,Carol,,Wilson,8/5/2008,Public Administrator
C081341,Committee To Elect Gary Hisch,Candidate,Terminated,Gary,,Hisch,8/5/2008,State Representative
C081341,Committee To Elect Gary Hisch,Candidate,Terminated,Gary,,Hisch,11/4/2008,State Representative
C081342,Niffen For Missouri 08,Candidate,Terminated,Tom,,Niffen,8/5/2008,State Representative
C081342,Niffen For Missouri 08,Candidate,Terminated,Tom,,Niffen,11/4/2008,State Representative
C081343,Committee To Elect Tony Bleau,Candidate,Terminated,Anthony,Tony,Bleau,8/5/2008,Public Administrator
C081344,Daniel Carroll For Governor,Candidate,Terminated,Daniel,,Carroll,8/5/2008,Governor
C081345,Elect Kessinger Committee,Candidate,Terminated,Rick,,Kessinger,8/5/2008,Assessor
C081345,Elect Kessinger Committee,Candidate,Terminated,Rick,,Kessinger,11/4/2008,Assessor
C081346,New Leadership for Missouri PAC,Political Action,Terminated,,,,,
C081347,American Resort Development Association Resort Owners Coalition PAC (Arda Roc Pac),Political Action,Terminated,,,,,
C081348,Missourians for Truthful Government,Political Action,Terminated,,,,,
C081349,Eric Reeve For Senator,Candidate,Terminated,Eric,,Reeve,8/5/2008,State Senator
C081349,Eric Reeve For Senator,Candidate,Terminated,Eric,,Reeve,11/4/2008,State Senator
C081350,152nd District Committee,Political Party,Terminated,,,,,
C081351,Cambio Politico,Political Action,Terminated,,,,,
C081352,America Votes - MO,Political Action,Terminated,,,,,
C081353,26th Ward Democratic League,Political Action,Terminated,,,,,
C081354,Missouri Veterinary Medical PAC,Political Action,Active,,,,,
C081355,Linn County Republican Central Committee,Political Party,Active,,,,,
C081356,Missourians Against Unfair Taxes,Political Action,Active,,,,,
C081357,Missourians Against Illegal Immigration,Political Action,Active,,,,,
C081358,Missourians for Quality Education,Political Action,Active,,,,,
C081359,Missourians for Better Health Care,Political Action,Active,,,,,
C081360,Missourians for Life,Political Action,Active,,,,,
C081361E,Abby Olson,Exemption,Terminated,Abby,,Olson,8/5/2008,State Representative
C081361E,Abby Olson,Exemption,Terminated,Abby,,Olson,11/4/2008,State Representative
C081362,Citizens for Shields,Political Action,Terminated,,,,,
C081363,Citizens for Light Rail,Political Action,Terminated,,,,,
C081364,Missourians for Responsible Government Political Action Committee,Political Action,Terminated,,,,,
C081365,Patriots To Elect Wheeler,Candidate,Terminated,Thad,,Wheeler,11/4/2008,State Representative
C081366E,Katherine Bruckner,Exemption,Terminated,Katherine,,Bruckner,8/5/2008,State Representative
C081367,Kellen Markovich For The People,Candidate,Terminated,Kellen,,Markovich,11/4/2008,State Representative
C081368,Citizens for Taxpayer Relief,Political Action,Terminated,,,,,
C081369,George F Scott For Associate Circuit Judge,Candidate,Terminated,George,F,Scott,8/5/2008,Associate Circuit Judge
C081371,Townsend For Jackson County,Debt Service,Terminated,Rachel,,Townsend,8/5/2008,Prosecuting Attorney
C081372E,David J Malan,Exemption,Terminated,David,J,Malan,11/4/2008,State Representative
C081374,Citizens For Alicia Bedgood,Candidate,Terminated,Alicia,,Bedgood,8/5/2008,Assessor
C081375,Committee To Elect Dennis E Hustead For Representative,Candidate,Terminated,Dennis,E,Hustead,11/4/2008,State Representative
C081376,Rensing For Lt. Governor,Candidate,Terminated,James,C,Rensing,11/4/2008,Lieutenant Governor
C081377,Nels For District 63,Candidate,Terminated,Nels,,Williams,11/4/2008,State Representative
C081378,Purgason Leadership Committee,Political Action,Terminated,,,,,
C081379,Pat Allen For Representative 2008,Candidate,Terminated,Patricia ,,Allen,11/4/2008,State Representative
C081380,Stoelting For State Senate,Candidate,Active,M,Shane,Stoelting,8/5/2008,State Senator
C081380,Stoelting For State Senate,Candidate,Active,M,Shane,Stoelting,11/4/2008,State Senator
C081381,Casino Watch Committee,Political Action,Terminated,,,,,
C081382,NEA Fund for Children and Public Education Non-Federal MO,Political Action,Terminated,,,,,
C081383,122nd District Democratic Committee,Political Action,Terminated,,,,,
C081384,Show Me Unity,Political Action,Terminated,,,,,
C081385E,Robert Lee Mills,Exemption,Terminated,Robert,Lee,Mills,11/4/2008,State Representative
C081386,Committee To Elect Rob Chappel Coroner,Candidate,Terminated,Rob,,Chappel,8/5/2008,Coroner
C081386,Committee To Elect Rob Chappel Coroner,Candidate,Terminated,Rob,,Chappel,11/4/2008,Coroner
C081387E,Rodney D Farthing,Exemption,Terminated,Rodney,D,Farthing,11/4/2008,State Treasurer
C081388,Build a Future,Political Action,Terminated,,,,,
C081389E,Jim Palmisano,Exemption,Terminated,Jim,,Palmisano,8/5/2008,State Representative
C081390E,Denise C Neely,Exemption,Terminated,Denise,C,Neely,11/4/2008,Secretary of State
C081391E,David A Leefe,Exemption,Terminated,David,A,Leefe,11/4/2008,State Representative
C081392,ACLI Missouri Non-Federal Political Action Committee,Political Action,Terminated,,,,,
C081393,Missourians for Working Families and Communities PAC,Political Action,Terminated,,,,,
C081394,16th Senatorial District Democratic Committee,Political Action,Terminated,,,,,
C081395,Heartland of America Forum PAC,Political Action,Terminated,,,,,
C081396,113th Legislative Democratic Committee,Political Party,Terminated,,,,,
C081397,Planned Parenthood Votes - Missouri,Political Action,Terminated,,,,,
C081398,LCV 527 - Missouri,Political Action,Terminated,,,,,
C081399,AFL-CIO Cope Treasury Fund - Missouri PAC,Political Action,Terminated,,,,,
C081400,Stephens For Council Committee,Candidate,Terminated,Robert,L,Stephens,2/3/2009,Council Person
C081400,Stephens For Council Committee,Candidate,Terminated,Robert,L,Stephens,4/7/2009,Council Person
C081402,Ken Fousek Campaign,Debt Service,Terminated,Ken,,Fousek,11/4/2008,Associate Commissioner
C081403,Committee To Elect Jerry Daugherty,Candidate,Terminated,Jerry,,Daugherty,8/5/2008,Council Person
C081403,Committee To Elect Jerry Daugherty,Candidate,Terminated,Jerry,,Daugherty,11/4/2008,Council Person
C081403,Committee To Elect Jerry Daugherty,Candidate,Terminated,Jerry,,Daugherty,8/7/2012,Council Person
C081403,Committee To Elect Jerry Daugherty,Candidate,Terminated,Jerry,,Daugherty,11/6/2012,Council Person
C081404,St Louis Region Republican Committee,Political Action,Terminated,,,,,
C081405,Hollinger For County Council,Candidate,Terminated,Darrel,,Hollinger,11/4/2008,Council Person
C081406,Hayden For Circuit Judge,Candidate,Terminated,Kenneth,M,Hayden,11/4/2008,Circuit Judge
C081406,Hayden For Circuit Judge,Candidate,Terminated,Kenneth,M,Hayden,8/3/2010,Circuit Judge
C081406,Hayden For Circuit Judge,Candidate,Terminated,Kenneth,M,Hayden,11/2/2010,Circuit Judge
C081407,Missouri Psychiatric Physicians Political Action Committee,Political Action,Active,,,,,
C081408,Jim Oneal For Mayor,Candidate,Terminated,James,E Jim,Oneal,2/3/2009,Mayor
C081408,Jim Oneal For Mayor,Candidate,Terminated,James,E Jim,Oneal,4/7/2009,Mayor
C081408,Jim Oneal For Mayor,Candidate,Terminated,James,E Jim,Oneal,4/5/2011,Mayor
C081409,No To Casinos On Prop A,Campaign,Terminated,,,,,
C081410,South Kansas City United PAC,Political Action,Terminated,,,,,
C081411,Rogers For Commissioner,Candidate,Terminated,Melissa,G,Rogers,8/5/2008,Associate Commissioner
C081411,Rogers For Commissioner,Candidate,Terminated,Melissa,G,Rogers,11/4/2008,Associate Commissioner
C081412E,Donald R Griffin,Exemption,Terminated,Donald,R,Griffin,11/4/2008,State Representative
C081413,NKC Rail,Political Action,Terminated,,,,,
C081414,Unitedhealth Group Inc Political Action Committee of Missouri,Political Action,Terminated,,,,,
C081415,Microsoft Political Action Committee Missouri,Political Action,Terminated,,,,,
C081416,Committee To Elect Stallman,Candidate,Terminated,Dan,E,Stallman,8/5/2008,Associate Commissioner
C081416,Committee To Elect Stallman,Candidate,Terminated,Dan,E,Stallman,11/4/2008,Associate Commissioner
C081417,Ninth District Womens Democratic Club,Political Action,Terminated,,,,,
C081418,Jim Lee For Circuit Clerk Debt Reduction Committee,Debt Service,Terminated,Jim,,Lee,11/4/2008,Circuit Clerk
C081418E,Jim Lee For Circuit Clerk,Exemption,Terminated,Jim,,Lee,8/5/2008,Circuit Clerk
C081419,Democratic Attorneys General Association (DAGA) Inc,Political Action,Terminated,,,,,
C081420,Committee To Elect J.D. Love,Candidate,Terminated,Jd, ,Love,11/4/2008,Coroner
C081421,The Committee To Elect Tracy Mooney,Candidate,Terminated,Tracy,,Mooney,8/3/2010,State Representative
C081422,Harris For Missouri,Candidate,Terminated,Jeff,,Harris,8/7/2012,Statewide Office
C081423,Fraternal Order of Police Lodge #3 PAC,Political Action,Terminated,,,,,
C081424E,Donald L Simmons Ii,Exemption,Terminated,Donald,L,Simmons ,11/4/2008,State Representative
C081425,7th District MOFRW,Political Action,Terminated,,,,,
C081426,Republican Women of Newton County,Political Action,Active,,,,,
C081427E,Mark Robert Opheim,Exemption,Terminated,Mark,Robert,Opheim,11/4/2008,State Representative
C081428E,Jennifer Friedrich,Exemption,Terminated,Jennifer,,Friedrich,11/4/2008,State Representative
C081429,Stacey Newman For Missouri,Candidate,Terminated,Stacey ,,Newman,11/3/2009,State Representative
C081429,Stacey Newman For Missouri,Candidate,Terminated,Stacey ,,Newman,8/3/2012,State Representative
C081429,Stacey Newman For Missouri,Candidate,Terminated,Stacey ,,Newman,11/6/2012,State Representative
C081429,Stacey Newman For Missouri,Candidate,Terminated,Stacey ,,Newman,8/5/2014,State Representative
C081429,Stacey Newman For Missouri,Candidate,Terminated,Stacey ,,Newman,11/4/2014,State Representative
C081429,Stacey Newman For Missouri,Candidate,Terminated,Stacey ,,Newman,8/2/2016,State Representative
C081429,Stacey Newman For Missouri,Candidate,Terminated,Stacey ,,Newman,11/8/2016,State Representative
C081429,Stacey Newman For Missouri,Candidate,Terminated,Stacey ,,Newman,8/4/2020,Statewide Office
C081430,Committee To Elect Andrew Finkenstadt,Candidate,Terminated,Andrew,W,Finkenstadt,8/3/2010,Governor
C081431,Angie Singler And Citizens Reconnecting Our Community,Candidate,Terminated,Angela,K,Singler,3/3/2009,Alderperson
